deal,description,episode,category,count_entrepreneurs,entrepreneurs1,entrepreneurs2,entrepreneurs3,location,state,website,has_website,askedFor,exchangeForStake,valuation,season,shark1,shark2,shark3,shark4,shark5,title,len_title,episode-season,Multiple Entreprenuers,Back_Sharks,Deal_Shark1,Deal_Shark2,Deal_Shark3,Deal_Shark4,Deal_Shark5
TRUE,A new kind of broom with a built-in scraper.,6,Storage and Cleaning Products,1,Shane,,,"Scottsdale, AZ",AZ,http://buysweepeasy.com/,1,40000,25,160000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Sweep Easy,10,6-Feb,FALSE,1,DJ,,,,
FALSE,"Accessories for casual golfers. The flagship product is the Par 6 cooler, which can keep a six-pack of beer stored in the shoe pocket of any golf bag.",6,Golf Products,2,Melissa,Ben,,"Minnetonka, MN",MN,,0,60000,20,300000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Caddy Swag,10,6-Feb,TRUE,0,,,,,
TRUE,Cakes made from scratch from family recipes. They ship nationwide and orders can be placed online.,6,Specialty Food,1,Kim,,,"Greenville, SC",SC,https://www.ilovedaisycakes.com/,1,50000,25,200000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Daisy Cakes,11,6-Feb,FALSE,1,BC,,,,
FALSE,Designer hospital gowns for expecting moms.,6,Maternity,1,Deidrea,,,"Townsend, MD",MD,http://www.hotmamagowns.com/,1,30000,20,150000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Hot Mama Gowns,14,6-Feb,FALSE,0,,,,,
TRUE,"An impact-resistant hydration system that attaches to shoulder pads, aimed at football players in training.",7,Fitness Apparel and Accessories,1,Chris,,,"Houston, TX",TX,http://www.hydromaxsystem.com/,1,50000,25,200000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Hydromax,8,7-Feb,FALSE,1,Others,,,,
FALSE,A mobile entertainment company running specialized vehicles with movie theaters and video games.,7,Entertainment,2,Stuart,David,,"Austin, TX",TX,http://www.g2u.com/,1,500000,10,5000000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Games2U,7,7-Feb,TRUE,0,,,,,
FALSE,"A barf bag worn around the neck, for small children who are prone to carsickness.",7,Baby and Child Care,1,Les,,,"Sacramento, CA",CA,http://www.carsikbib.com,1,30000,15,200000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Carsik Bib,10,7-Feb,FALSE,0,,,,,
FALSE,A push mower marketed as a more eco-friendly alternative than powered mowers.,7,Gardening,1,Andy,,,"Traverse City, MD",MD,http://www.ecomowers.com/,1,90000,20,450000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Jeff Foxworthy,Daymond John,Ecomowers,9,7-Feb,FALSE,0,,,,,
FALSE,"A line of candles that come in ""manly"" scents of pot roast, golf course, football, popcorn and draft beer, among others.",8,Home Accessories,1,Johnson,,,"Broken Arrow, OK",OK,,0,50000,25,200000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Man Candle,10,8-Feb,FALSE,0,,,,,
FALSE,Non-stick fabric aisle runners for wedding ceremonies and special events.,8,Weddings,1,Julie,,,"Montclair, NJ",NJ,http://www.originalrunners.com/,1,250000,15,1666667,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Original Runner Company,23,8-Feb,FALSE,0,,,,,
TRUE,"The Rocket, the company's flagship product, can turn anything into a speaker through its vibrations.",8,Electronics,2,Jason,Michael,,"Costa Mesa, CA",CA,http://www.origaudio.com,1,150000,15,1000000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Origaudio,9,8-Feb,TRUE,1,RH,,,,
TRUE,"The patented CitiKitty Cat Toilet Training Kit uses a proven, disappearing litter box technique that has successfully toilet trained cats for decades. CitiKitty's specially-designed training seat fits ALL toilets and transitions cats of all age, size, and breed from litter box to toilet. Any healthy cat, three months of age or older that is successfully using a litter box is a candidate for toilet training.",9,Pet Products,1,Rebecca,,,"Morrisville, PA",PA,http://www.citikitty.com/,1,100000,15,666667,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,CitiKitty,9,9-Feb,FALSE,1,Others,,,,
FALSE,T-shirts for expectant moms that display the due date.,9,Women's Apparel,1,Kim,,,"Chicago, IL",IL,,0,50000,15,333333,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Samson Martin,13,9-Feb,FALSE,0,,,,,
TRUE,Shoes with interchangeable uppers allowing the user to easily vary their look.,9,Women's Shoes,1,Dominique,,,"Palm Beach, FL",FL,http://www.onesolestore.com/,1,500000,20,2500000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,One Sole,8,9-Feb,FALSE,1,DJ,,,,
TRUE,Aldo Orta Jewelry makes fashion jewelry with a royal theme.,9,Women's Accessories,1,Aldo,,,"Burbank, IL",IL,http://www.aojewelry.com/,1,180000,45,400000,2,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Kevin Harrington,Aldo Orta Jewelry,17,9-Feb,FALSE,1,BC,,,,
TRUE,A water container that unscrews from the bottom as well as the top for ease of cleaning.,1,Water Bottles,1,Dave,,,"Oakland, CA",CA,http://www.cleanbottle.com/,1,60000,5,1200000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Clean Bottle,16,1-Mar,FALSE,1,MC,,,,
TRUE,A website where people can pre-purchase a night out on the town without the fear of getting turned away from a venue.,1,Entertainment,1,Alashe,,,"Miami, FL",FL,https://www.ezvip.com/,1,150000,15,1000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,EZ VIP,6,1-Mar,FALSE,2,DJ,MC,,,
FALSE,Professional ghost-writing services company.,1,Professional Services,1,Michael,,,"Irvine, CA",CA,http://businessghost.com/,1,200000,10,2000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Business Ghost,14,1-Mar,FALSE,0,,,,,
FALSE,Personalized services for planning your own funeral in advance. They have partnered with a large insurance company for a plan that gives people the opportunity to prepay for their funeral.,1,Consumer Services,2,Nancy,Sue,,"Minneapolis, MN",MN,https://www.mywonderfullife.com/,1,100000,10,1000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,My Wonderful Life,17,1-Mar,TRUE,0,,,,,
TRUE,"An online service where people can buy made-to-order cartoon drawings of cats, which are posted to the website.",2,Online Services,1,Steve,,,"Chicago, IL",IL,http://iwanttodrawacatforyou.com/,1,10000,25,40000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,I Want to Draw a Cat for You,28,2-Mar,FALSE,1,MC,,,,
FALSE,A system to teach how to make successful sales pitches and step-by-step guides on what to say to prospective customers.,2,Professional Services,1,Dave,,,"Hamden, CT",CT,http://thesalespreneur.com/,1,90000,40,225000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Salespreneur,12,2-Mar,FALSE,0,,,,,
FALSE,A cargo management system that can transform a pickup truck into a bigger cargo-carrying vehicle in about 30 seconds with racks that fold out of the back bed.,2,Automotive,1,Donny,,,"Greensboro, NC",NC,http://www.invisarack.com,1,100000,10,1000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Invis-A-Rack,12,2-Mar,FALSE,0,,,,,
TRUE,"Chord Buddy is a one-of-a-kind learning system for the guitar that gets you playing from day one. Attach these tabs to your acoustic or electric guitar (right-handed only, sorry!) and you're ready to make music. Chord Buddy basically turns your real-life guitar into one as easy to play as those in your favorite Rock Band or Guitar Hero games. One at a time, you remove hte tabs and learn to play the chords on your own. Using the included instruction book, songbook, and DVD with two-month lesson plan, you can learn over 100 songs on your own!",3,Music,1,Travis,,,"Dothan, AL",AL,http://www.chordbuddy.com/,1,125000,10,1250000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Chord Buddy,11,3-Mar,FALSE,1,RH,,,,
FALSE,"Liquid Money answers the question: what if I smelled like a million bucks, instead of just looking like it? Not literally though! That would be unfortunate. Liquid Money for Him is formulated to smell like success. The fragrance opens with a woodsy aroma that gives way to notes of citrus, rosemary, grass, and ocean breeze. The company was founded and is led by Pat McCarthy, a sales executive with experience at top enterprise software companies. Liquid Money's website even asserts the product is used at Microsoft, salesforce, and SAP. Not to forget the ladies, Liquid Money is also available in a women's formulation. All products come in a box packed with real shredded US dollar bills, just to really drive home the point!",3,Novelties,1,Pat,,,"Miami, FL",FL,http://www.liquidmoney.com/,1,100000,5,2000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Liquid Money,12,3-Mar,FALSE,0,,,,,
FALSE,Attachable lighted patches for jean pockets.,3,Electronics,1,Kyle,,,"Emeryville, CA",CA,http://www.taillightz.com/,1,50000,50,100000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Tail Lightz,11,3-Mar,FALSE,0,,,,,
TRUE,"You Smell Soap is luxurious without taking itself too seriously. Made natural ingredients like shea butter and olive oil, You Smell Soap is fragrant yet gentle and soothing on the skin. Made with shea butter and olive oil, these bars create an unmatched soft and creamy lather. You Smell Soap is naturally fragrant yet gentle and soothing on your skin. Each bar comes wrapped in its signature ""You Smell"" packaging that is vintage-inspired and truly conversation-sparking. You Smell Soap is vegan and free of parabens, phthalates, and gluten.",3,Personal Care and Cosmetics,1,Megan,,,"Austin, TX",TX,http://www.yousmellsoap.com/,1,55000,20,275000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,You Smell Soap,14,3-Mar,FALSE,1,RH,,,,
FALSE,A canine-friendly cake mix that is safe for dogs to eat.,4,Pet Products,1,Kelly,,,"Pittsburgh, PA",PA,http://www.puppycake.com/,1,50000,25,200000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Puppy Cake,10,4-Mar,FALSE,0,,,,,
FALSE,A comfy outfit that combines a sweatshirt and a blanket.,4,Undergarments and Basics,1,Ivori,,,"Los Angeles, CA",CA,http://www.theswilt.com/,1,30000,35,85714,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Swilt,9,4-Mar,FALSE,0,,,,,
TRUE,Wine Balloon (now sold under the name Air Cork) A product that preserves wine inside any already-opened bottle. It works by inflating a balloon inside the bottle to crowd out the air and prevent it from being in contact with the wine.,4,Wine Accessories,1,Eric,,,"Mason, OH",OH,http://aircork.com/,1,40000,30,133333,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Wine Balloon,12,4-Mar,FALSE,2,LG,MC,,,
TRUE,A towel that is designed like a poncho so that kids can change out of their wet bathing suits without anyone seeing.,4,Baby and Children's Apparel and Accessories,1,Shelly,,,"Orange County, CA",CA,http://showno.com/,1,50000,25,200000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Show No,7,4-Mar,FALSE,1,LG,,,,
TRUE,"A water-resistant and, even better, racoon-resistant fabric cover for garbage bins of all sizes.",5,Storage and Cleaning Products,2,Kevin,Melissa,,"West Greenwich, RI",RI,https://www.lastlid.com,1,40000,20,200000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Last Lid,12,5-Mar,TRUE,1,DJ,,,,
FALSE,A wedge-styled pillow specially designed for women with large breasts so they can lie on their stomachs comfortably,5,Novelties,1,Amanda,,,"West Palm Beach, FL",FL,,0,30000,25,120000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Ledge Pillow,12,5-Mar,FALSE,0,,,,,
TRUE,Designer whole-leaf teas and accessories.,5,Specialty Food,2,Steve,Shane,,"Emeryville, CA",CA,http://talbottteas.com/,1,250000,20,1250000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Talbott Teas,12,5-Mar,TRUE,1,KOL,,,,
TRUE,Adjustable necklaces and bracelets with interchangeable accents for kids and adults of all ages.,5,Baby and Children's Apparel and Accessories,2,Maddie,Diane,,"Dallas, TX",TX,http://www.snapcapsonline.com/,1,300000,15,2000000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,M3 Girl Designs,15,5-Mar,TRUE,3,LG,MC,RH,,
TRUE,"The Painted Pretzel sells creative, gourmet chocolate-covered pretzel confections in brick-and-mortar retail stores and online. The business offers pretzel knots, pretzel rods, pretzel bark and and pretzel turtles in a variety of flavors and sizes, configured into bundles and samplers. The company has also expanded into corporate gifts, and they count numerous Fortune 500 companies among their customers. Since appearing on the show, The Painted Pretzel has also begun to do fundraising business. Organizations seeking to raise money can buy customized pretzels for resale towards their cause.",6,Specialty Food,1,Raven,,,"Scottsdale, AZ",AZ,http://www.thepaintedpretzel.com/,1,100000,25,400000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Painted Pretzel,19,6-Mar,FALSE,1,MC,,,,
FALSE,"Esso Watches are ionized wristwatches that claim to improve your body's energy field. Now branded TAGI Gear, the company currently sells TAGI watches that are made of silicone and still claim to be equipped with negative ion technology, although such claims appear to have taken a backseat to the aesthetic appeal of the watches. There are two TAGI watch models: a digital version and an analog version. Both are water resistant and available in a number of fun color choices.",6,Homeopathic Remedies,1,Ryan,,,"Phoenix, AZ",AZ,,0,35000,20,175000,3,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Esso Watches,12,6-Mar,FALSE,0,,,,,
FALSE,"Redirects the hot air from any home clothes dryer back into the house, rather than outside, where it helps keep the warmth during cold months.",7,Home Accessories,1,Lyle,,,"Derby, KS",KS,https://www.heat-helper.com/,1,100000,50,200000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Heat Helper,15,7-Mar,FALSE,0,,,,,
TRUE,"The Smart Baker is known for their insightfully helpful kitchen tools. The company is known for their collapsible cupcake stands, which display up to 100 cupcakes and stores flat when not in use. These cupcake stands are also adjustable, so you can adapt your configuration based on how many treats you plan to serve. The Smart Baker has also brought us pre-cut parchment paper, which you can purchase in round or rectangular shapes according to the molds you'll be using them in. These super helpful pre-cut sheets are outfitted with tabs that poke out the sides, which you can use to lift your cake out of the mold when done. You might also know The Smart Baker for their cheat sheet aprons, which are adorned with useful measuring and conversion tables. These aprons can save you from stains, spills, and measuring mistakes.",7,Kitchen Tools,2,Stephanie,Daniel,,"Rockledge, FL",FL,http://www.thesmartbaker.com/,1,75000,25,300000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Smart Baker,15,7-Mar,TRUE,1,BC,,,,
TRUE,"Kisstixx is a fun lip balm that comes in pairs according to compatible flavors. Each Kisstixx lipstick (try saying that three times fast) packs a punch of flavor, and they're paired to mix well when they come together in a kiss. Best of all, this lip balm keeps your lips protected and moisturized. Wear it every day to stay at your most kissable!",7,Personal Care and Cosmetics,2,Dallas,Mike,,"Orem, UT",UT,http://kisstixx.com/,1,200000,20,1000000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Kisstixx,8,7-Mar,TRUE,1,MC,,,,
TRUE,"Nardo's Natural is a line of premium-quality organic skin care products proudly made in the USA. Their products range from facial care, to body care, to make-up, and even a line just for men. Always made with premium materials, you'll find things like coconut oil, shea butter, bentonite clay, acai berry and pomegranate among the ingredients. Just as important is what you won't find: all Nardo's Natural products are free of parabens, dyes, gluten or harsh chemicals. Nardo's Natural offers facial cleansers, anti-aging creams, make-up, body washes, exfoliants, moisturizers, and even after shave. The company also offers private label and contract manufacturing services for businesses and up-and-coming cosmetics businesses.",8,Personal Care and Cosmetics,3,Kyle,and,Nardo,"Clearwater, FL",FL,http://www.nardosnatural.com/,1,75000,12,625000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Nardo's Natural,15,8-Mar,TRUE,1,BC,,,,
TRUE,"Fashion-forward and edgy jewelry such as headpieces, body jewelry, and shoe jewelry.",8,Women's Accessories,2,Rachel,Mackenzie,,"San Francisco, CA",CA,http://littersf.com/,1,80000,51,156863,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Litter,6,8-Mar,TRUE,2,DJ,MC,,,
FALSE,A mobile training device that simulates a basketball defender.,8,Fitness Equipment,1,Tony,,,"Bristol, PA",PA,http://www.theoriginalprofender.com/,1,75000,15,500000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Original Profender,22,8-Mar,FALSE,0,,,,,
FALSE,A way to connect trustworthy senior citizens with customers seeking childcare and other household services.,8,Consumer Services,1,Todd,,,"Los Angeles, CA",CA,http://rentagrandma.com/,1,150000,20,750000,3,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Rent-A-Grandma,14,8-Mar,FALSE,0,,,,,
